comparison,overall_fst,n1,n2
str_BGA~str_TOJ,0.1251,3,17
str_BGA~str_TRB,0.1572,3,8
str_BGA~str_UNK,0.4964,3,1
str_BGA~str_UWF,0.2481,3,9
str_BGA~str_WAC,0.1985,3,25
str_BGA~str_WHO,0.0509,3,8
str_BGA~str_WIC,0.1896,3,27
str_BGA~str_WIL,-0.0138,3,8
str_BGA~str_WLN,0.0941,3,22
str_BGA~str_WMR,0.1885,3,7
str_BYD~str_CCC,0.1315,16,10
str_BYD~str_CMC,0.131,16,14
str_BYD~str_COY,0.1389,16,25
str_BYD~str_CRA,0.2409,16,21
str_BYD~str_CWC,0.1875,16,9
str_BYD~str_DIX,0.0789,16,9
str_BYD~str_EFC,0.0882,16,8
str_BYD~str_FCC,0.1411,16,9
str_BYD~str_FOR,0.0855,16,22
str_BYD~str_FRZ,0.2095,16,24
str_BYD~str_GAN,0.1507,16,23
str_BYD~str_GOC,0.094,16,10
str_BYD~str_HAN,0.0985,16,18
str_BYD~str_INC,0.1581,16,1
str_BYD~str_INK,0.0698,16,7
str_BYD~str_IPL,0.1776,16,10
str_BYD~str_JCC,0.1559,16,15
str_BYD~str_LEE,0.0956,16,11
str_BYD~str_LIN,0.1365,16,13
str_BYD~str_LJK,0.0688,16,21
str_BYD~str_LNF,0.1485,16,12
str_BYD~str_LNG,0.0699,16,5
str_BYD~str_LON,0.1509,16,15
str_BYD~str_LTA,0.0533,16,3
str_BYD~str_LWF,0.0392,16,9
str_BYD~str_MAC,0.1842,16,17
str_BYD~str_MAE,0.073,16,5
str_BYD~str_MAR,0.1705,16,20
str_BYD~str_MAU,0.0864,16,4
str_BYD~str_MEI,0.1483,16,17
str_BYD~str_MHK,0.2701,16,24
str_BYD~str_MIL,0.0793,16,37
str_BYD~str_MOH,0.1098,16,10
str_BYD~str_MPH,0.0308,16,12
str_BYD~str_MRB,0.0836,16,5
str_BYD~str_MRV,0.1061,16,5
str_BYD~str_MSQ,0.123,16,3
str_BYD~str_MUR,0.085,16,14
str_BYD~str_NFB,0.1027,16,7
str_BYD~str_NFC,0.203,16,16
str_BYD~str_NFG,0.1395,16,7
str_BYD~str_OHR,0.116,16,1
str_BYD~str_PEC,0.1592,16,15
str_BYD~str_PKC,0.0659,16,2
str_BYD~str_POI,0.1026,16,16
str_BYD~str_POL,0.1622,16,19
str_BYD~str_ROC,0.1809,16,22
str_BYD~str_SEC,0.1259,16,6
str_BYD~str_SHE,0.0406,16,3
str_BYD~str_SIL,-0.0051,16,6
str_BYD~str_SLK,0.0241,16,20
str_BYD~str_SNO,0.1316,16,8
str_BYD~str_TCR,0.1694,16,23
str_BYD~str_TNY,0.1685,16,15
str_BYD~str_TOJ,0.1754,16,17
str_BYD~str_TRB,0.1018,16,8
str_BYD~str_UNK,0.0353,16,1
str_BYD~str_UWF,0.0326,16,9
str_BYD~str_WAC,0.197,16,25
str_BYD~str_WHO,0.1205,16,8
str_BYD~str_WIC,0.2115,16,27
str_BYD~str_WIL,0.0823,16,8
str_BYD~str_WLN,0.1696,16,22
str_BYD~str_WMR,0.1112,16,7
str_CCC~str_CMC,0.0316,10,14
str_CCC~str_COY,0.1193,10,25
str_CCC~str_CRA,0.3334,10,21
str_CCC~str_CWC,0.2674,10,9
str_CCC~str_DIX,0.2889,10,9
str_CCC~str_EFC,0.2087,10,8
str_CCC~str_FCC,0.1729,10,9
str_CCC~str_FOR,0.1068,10,22
str_CCC~str_FRZ,0.2347,10,24
str_CCC~str_GAN,0.1082,10,23
str_CCC~str_GOC,0.2387,10,10
str_CCC~str_HAN,0.1406,10,18
str_CCC~str_INC,0.4395,10,1
str_CCC~str_INK,0.2731,10,7
str_CCC~str_IPL,0.1444,10,10
str_CCC~str_JCC,0.1807,10,15
str_CCC~str_LEE,0.1689,10,11
str_CCC~str_LIN,0.0179,10,13
str_CCC~str_LJK,0.111,10,21
str_CCC~str_LNF,0.1984,10,12
str_CCC~str_LNG,0.0587,10,5
str_CCC~str_LON,0.1443,10,15
str_CCC~str_LTA,0.1526,10,3
str_CCC~str_LWF,0.2635,10,9
str_CCC~str_MAC,0.1595,10,17
str_CCC~str_MAE,0.1008,10,5
str_CCC~str_MAR,0.137,10,20
str_CCC~str_MAU,0.1237,10,4
str_CCC~str_MEI,0.1149,10,17
str_CCC~str_MHK,0.3625,10,24
str_CCC~str_MIL,0.2877,10,37
str_CCC~str_MOH,0.1391,10,10
str_CCC~str_MPH,0.2813,10,12
str_CCC~str_MRB,0.1043,10,5
str_CCC~str_MRV,0.1803,10,5
str_CCC~str_MSQ,0.2324,10,3
str_CCC~str_MUR,0.2133,10,14
str_CCC~str_NFB,0.0401,10,7
str_CCC~str_NFC,0.2413,10,16
str_CCC~str_NFG,0.1574,10,7
str_CCC~str_OHR,0.361,10,1
str_CCC~str_PEC,0.1008,10,15
str_CCC~str_PKC,0.2155,10,2
str_CCC~str_POI,0.1069,10,16
str_CCC~str_POL,0.1427,10,19
str_CCC~str_ROC,0.1425,10,22
str_CCC~str_SEC,0.2107,10,6
str_CCC~str_SHE,0.1451,10,3
str_CCC~str_SIL,0.1829,10,6
str_CCC~str_SLK,0.2194,10,20
str_CCC~str_SNO,0.1844,10,8
str_CCC~str_TCR,0.1331,10,23
str_CCC~str_TNY,0.1752,10,15
str_CCC~str_TOJ,0.1625,10,17
str_CCC~str_TRB,0.1366,10,8
str_CCC~str_UNK,0.2469,10,1
str_CCC~str_UWF,0.2754,10,9
str_CCC~str_WAC,0.0551,10,25
str_CCC~str_WHO,0.1962,10,8
str_CCC~str_WIC,0.1824,10,27
str_CCC~str_WIL,0.1013,10,8
str_CCC~str_WLN,0.1165,10,22
str_CCC~str_WMR,0.146,10,7
str_CMC~str_COY,0.0912,14,25
str_CMC~str_CRA,0.2593,14,21
str_CMC~str_CWC,0.2263,14,9
str_CMC~str_DIX,0.285,14,9
str_CMC~str_EFC,0.1997,14,8
str_CMC~str_FCC,0.1973,14,9
str_CMC~str_FOR,0.0854,14,22
str_CMC~str_FRZ,0.2198,14,24
str_CMC~str_GAN,0.098,14,23
str_CMC~str_GOC,0.2293,14,10
str_CMC~str_HAN,0.0983,14,18
str_CMC~str_INC,0.4641,14,1
str_CMC~str_INK,0.2475,14,7
str_CMC~str_IPL,0.1278,14,10
str_CMC~str_JCC,0.2064,14,15
str_CMC~str_LEE,0.1767,14,11
str_CMC~str_LIN,0.041,14,13
str_CMC~str_LJK,0.0912,14,21
str_CMC~str_LNF,0.1962,14,12
str_CMC~str_LNG,0.0291,14,5
str_CMC~str_LON,0.1125,14,15
str_CMC~str_LTA,0.1259,14,3
str_CMC~str_LWF,0.2783,14,9
str_CMC~str_MAC,0.151,14,17
str_CMC~str_MAE,0.0659,14,5
str_CMC~str_MAR,0.0965,14,20
str_CMC~str_MAU,0.1192,14,4
str_CMC~str_MEI,0.107,14,17
str_CMC~str_MHK,0.2834,14,24
str_CMC~str_MIL,0.2569,14,37
str_CMC~str_MOH,0.1332,14,10
str_CMC~str_MPH,0.2492,14,12
str_CMC~str_MRB,0.0903,14,5
str_CMC~str_MRV,0.135,14,5
str_CMC~str_MSQ,0.2302,14,3
str_CMC~str_MUR,0.1975,14,14
str_CMC~str_NFB,0.006,14,7
str_CMC~str_NFC,0.2182,14,16
str_CMC~str_NFG,0.1394,14,7
str_CMC~str_OHR,0.4179,14,1
str_CMC~str_PEC,0.0834,14,15
str_CMC~str_PKC,0.1836,14,2
str_CMC~str_POI,0.0955,14,16
str_CMC~str_POL,0.1409,14,19
str_CMC~str_ROC,0.1185,14,22
str_CMC~str_SEC,0.1684,14,6
str_CMC~str_SHE,0.1093,14,3
str_CMC~str_SIL,0.165,14,6
str_CMC~str_SLK,0.202,14,20
str_CMC~str_SNO,0.1305,14,8
str_CMC~str_TCR,0.093,14,23
str_CMC~str_TNY,0.144,14,15
str_CMC~str_TOJ,0.1308,14,17
str_CMC~str_TRB,0.1046,14,8
str_CMC~str_UNK,0.2471,14,1
str_CMC~str_UWF,0.285,14,9
str_CMC~str_WAC,0.0226,14,25
str_CMC~str_WHO,0.1743,14,8
str_CMC~str_WIC,0.1456,14,27
str_CMC~str_WIL,0.0657,14,8
str_CMC~str_WLN,0.0985,14,22
str_CMC~str_WMR,0.1269,14,7
str_COY~str_CRA,0.1261,25,21
str_COY~str_CWC,0.1081,25,9
str_COY~str_DIX,0.2341,25,9
str_COY~str_EFC,0.2023,25,8
str_COY~str_FCC,0.2638,25,9
str_COY~str_FOR,0.082,25,22
str_COY~str_FRZ,0.0928,25,24
str_COY~str_GAN,0.0683,25,23
str_COY~str_GOC,0.2158,25,10
str_COY~str_HAN,0.1066,25,18
str_COY~str_INC,0.4478,25,1
str_COY~str_INK,0.1819,25,7
str_COY~str_IPL,0.1402,25,10
str_COY~str_JCC,0.2545,25,15
str_COY~str_LEE,0.1409,25,11
str_COY~str_LIN,0.1368,25,13
str_COY~str_LJK,0.0509,25,21
str_COY~str_LNF,0.17,25,12
str_COY~str_LNG,0.0434,25,5
str_COY~str_LON,0.094,25,15
str_COY~str_LTA,0.018,25,3
str_COY~str_LWF,0.2621,25,9
str_COY~str_MAC,0.1422,25,17
str_COY~str_MAE,0.0183,25,5
str_COY~str_MAR,0.0411,25,20
str_COY~str_MAU,0.0569,25,4
str_COY~str_MEI,0.1076,25,17
str_COY~str_MHK,0.1473,25,24
str_COY~str_MIL,0.2302,25,37
str_COY~str_MOH,0.1091,25,10
str_COY~str_MPH,0.2103,25,12
str_COY~str_MRB,0.0259,25,5
str_COY~str_MRV,0.0642,25,5
str_COY~str_MSQ,0.1135,25,3
str_COY~str_MUR,0.2061,25,14
str_COY~str_NFB,0.0794,25,7
str_COY~str_NFC,0.1099,25,16
str_COY~str_NFG,0.0896,25,7
str_COY~str_OHR,0.202,25,1
str_COY~str_PEC,0.0656,25,15
str_COY~str_PKC,0.0631,25,2
str_COY~str_POI,0.1104,25,16
str_COY~str_POL,0.1361,25,19
str_COY~str_ROC,0.0582,25,22
str_COY~str_SEC,0.1224,25,6
str_COY~str_SHE,0.0824,25,3
str_COY~str_SIL,0.1247,25,6
str_COY~str_SLK,0.1826,25,20
str_COY~str_SNO,0.0995,25,8
str_COY~str_TCR,0.0385,25,23
str_COY~str_TNY,0.1067,25,15
str_COY~str_TOJ,0.0432,25,17
str_COY~str_TRB,0.0879,25,8
str_COY~str_UNK,0.1722,25,1
str_COY~str_UWF,0.3027,25,9
str_COY~str_WAC,0.1357,25,25
str_COY~str_WHO,0.0792,25,8
str_COY~str_WIC,0.0883,25,27
str_COY~str_WIL,0.0365,25,8
str_COY~str_WLN,0.0475,25,22
str_COY~str_WMR,0.0637,25,7
str_CRA~str_CWC,0.2523,21,9
str_CRA~str_DIX,0.4964,21,9
str_CRA~str_EFC,0.357,21,8
str_CRA~str_FCC,0.4148,21,9
str_CRA~str_FOR,0.1959,21,22
str_CRA~str_FRZ,0.264,21,24
str_CRA~str_GAN,0.2059,21,23
str_CRA~str_GOC,0.3382,21,10
str_CRA~str_HAN,0.2115,21,18
str_CRA~str_INC,0.8047,21,1
str_CRA~str_INK,0.4983,21,7
str_CRA~str_IPL,0.2435,21,10
str_CRA~str_JCC,0.3372,21,15
str_CRA~str_LEE,0.3761,21,11
str_CRA~str_LIN,0.266,21,13
str_CRA~str_LJK,0.1878,21,21
str_CRA~str_LNF,0.3813,21,12
str_CRA~str_LNG,0.2814,21,5
str_CRA~str_LON,0.1581,21,15
str_CRA~str_LTA,0.2734,21,3
str_CRA~str_LWF,0.4564,21,9
str_CRA~str_MAC,0.298,21,17
str_CRA~str_MAE,0.3298,21,5
str_CRA~str_MAR,0.1539,21,20
str_CRA~str_MAU,0.3496,21,4
str_CRA~str_MEI,0.2006,21,17
str_CRA~str_MHK,0.1281,21,24
str_CRA~str_MIL,0.3437,21,37
str_CRA~str_MOH,0.1637,21,10
str_CRA~str_MPH,0.4695,21,12
str_CRA~str_MRB,0.2691,21,5
str_CRA~str_MRV,0.286,21,5
str_CRA~str_MSQ,0.3862,21,3
str_CRA~str_MUR,0.3376,21,14
str_CRA~str_NFB,0.3029,21,7
str_CRA~str_NFC,0.26,21,16
str_CRA~str_NFG,0.3339,21,7
str_CRA~str_OHR,0.5388,21,1
str_CRA~str_PEC,0.2344,21,15
str_CRA~str_PKC,0.36,21,2
str_CRA~str_POI,0.2468,21,16
str_CRA~str_POL,0.2726,21,19
str_CRA~str_ROC,0.1304,21,22
str_CRA~str_SEC,0.3397,21,6
str_CRA~str_SHE,0.3447,21,3
str_CRA~str_SIL,0.4554,21,6
str_CRA~str_SLK,0.3652,21,20
str_CRA~str_SNO,0.2388,21,8
str_CRA~str_TCR,0.1407,21,23
str_CRA~str_TNY,0.157,21,15
str_CRA~str_TOJ,0.1699,21,17
str_CRA~str_TRB,0.2242,21,8
str_CRA~str_UNK,0.5681,21,1
str_CRA~str_UWF,0.4875,21,9
str_CRA~str_WAC,0.2386,21,25
str_CRA~str_WHO,0.2217,21,8
str_CRA~str_WIC,0.2293,21,27
str_CRA~str_WIL,0.1226,21,8
str_CRA~str_WLN,0.1535,21,22
str_CRA~str_WMR,0.2651,21,7
str_CWC~str_DIX,0.4106,9,9
str_CWC~str_EFC,0.3303,9,8
str_CWC~str_FCC,0.2815,9,9
str_CWC~str_FOR,0.1413,9,22
str_CWC~str_FRZ,0.2341,9,24
str_CWC~str_GAN,0.156,9,23
str_CWC~str_GOC,0.3227,9,10
str_CWC~str_HAN,0.1548,9,18
str_CWC~str_INC,0.6522,9,1
str_CWC~str_INK,0.4007,9,7
str_CWC~str_IPL,0.2194,9,10
str_CWC~str_JCC,0.2323,9,15
str_CWC~str_LEE,0.2499,9,11
str_CWC~str_LIN,0.1707,9,13
str_CWC~str_LJK,0.1307,9,21
str_CWC~str_LNF,0.3063,9,12
str_CWC~str_LNG,0.2372,9,5
str_CWC~str_LON,0.1693,9,15
str_CWC~str_LTA,0.0339,9,3
str_CWC~str_LWF,0.3331,9,9
str_CWC~str_MAC,0.2187,9,17
str_CWC~str_MAE,0.2543,9,5
str_CWC~str_MAR,0.1102,9,20
str_CWC~str_MAU,0.2334,9,4
str_CWC~str_MEI,0.1646,9,17
str_CWC~str_MHK,0.242,9,24
str_CWC~str_MIL,0.3114,9,37
str_CWC~str_MOH,0.0842,9,10
str_CWC~str_MPH,0.3972,9,12
str_CWC~str_MRB,0.1935,9,5
str_CWC~str_MRV,0.2958,9,5
str_CWC~str_MSQ,0.1196,9,3
str_CWC~str_MUR,0.2978,9,14
str_CWC~str_NFB,0.2953,9,7
str_CWC~str_NFC,0.3024,9,16
str_CWC~str_NFG,0.2585,9,7
str_CWC~str_OHR,0.5745,9,1
str_CWC~str_PEC,0.1661,9,15
str_CWC~str_PKC,0.063,9,2
str_CWC~str_POI,0.2,9,16
str_CWC~str_POL,0.2153,9,19
str_CWC~str_ROC,0.114,9,22
str_CWC~str_SEC,0.2871,9,6
str_CWC~str_SHE,0.3247,9,3
str_CWC~str_SIL,0.3596,9,6
str_CWC~str_SLK,0.283,9,20
str_CWC~str_SNO,0.2631,9,8
str_CWC~str_TCR,0.1357,9,23
str_CWC~str_TNY,0.2031,9,15
str_CWC~str_TOJ,0.1576,9,17
str_CWC~str_TRB,0.2212,9,8
str_CWC~str_UNK,0.439,9,1
str_CWC~str_UWF,0.3771,9,9
str_CWC~str_WAC,0.2414,9,25
str_CWC~str_WHO,0.0268,9,8
str_CWC~str_WIC,0.2255,9,27
str_CWC~str_WIL,0.0184,9,8
str_CWC~str_WLN,0.123,9,22
str_CWC~str_WMR,0.2145,9,7
str_DIX~str_EFC,0.1785,9,8
str_DIX~str_FCC,0.2299,9,9
str_DIX~str_FOR,0.1578,9,22
str_DIX~str_FRZ,0.3042,9,24
str_DIX~str_GAN,0.2118,9,23
str_DIX~str_GOC,0.1887,9,10
str_DIX~str_HAN,0.1705,9,18
str_DIX~str_INC,0.4313,9,1
str_DIX~str_INK,0.2285,9,7
str_DIX~str_IPL,0.3071,9,10
str_DIX~str_JCC,0.226,9,15
str_DIX~str_LEE,0.2051,9,11
str_DIX~str_LIN,0.2546,9,13
str_DIX~str_LJK,0.1571,9,21
str_DIX~str_LNF,0.2776,9,12
str_DIX~str_LNG,0.1813,9,5
str_DIX~str_LON,0.2477,9,15
str_DIX~str_LTA,0.3157,9,3
str_DIX~str_LWF,0.1394,9,9
str_DIX~str_MAC,0.2979,9,17
str_DIX~str_MAE,0.1937,9,5
str_DIX~str_MAR,0.2516,9,20
str_DIX~str_MAU,0.2238,9,4
str_DIX~str_MEI,0.258,9,17
str_DIX~str_MHK,0.5186,9,24
str_DIX~str_MIL,0.1967,9,37
str_DIX~str_MOH,0.2224,9,10
str_DIX~str_MPH,0.153,9,12
str_DIX~str_MRB,0.2131,9,5
str_DIX~str_MRV,0.314,9,5
str_DIX~str_MSQ,0.3637,9,3
str_DIX~str_MUR,0.1793,9,14
str_DIX~str_NFB,0.2943,9,7
str_DIX~str_NFC,0.4308,9,16
str_DIX~str_NFG,0.3232,9,7
str_DIX~str_OHR,0.2177,9,1
str_DIX~str_PEC,0.2521,9,15
str_DIX~str_PKC,0.329,9,2
str_DIX~str_POI,0.207,9,16
str_DIX~str_POL,0.2607,9,19
str_DIX~str_ROC,0.2487,9,22
str_DIX~str_SEC,0.2725,9,6
str_DIX~str_SHE,0.1831,9,3
str_DIX~str_SIL,0.1532,9,6
str_DIX~str_SLK,0.1084,9,20
str_DIX~str_SNO,0.2883,9,8
str_DIX~str_TCR,0.2604,9,23
str_DIX~str_TNY,0.3333,9,15
str_DIX~str_TOJ,0.2721,9,17
str_DIX~str_TRB,0.2444,9,8
str_DIX~str_UNK,0.3204,9,1
str_DIX~str_UWF,0.1641,9,9
str_DIX~str_WAC,0.3312,9,25
str_DIX~str_WHO,0.3256,9,8
str_DIX~str_WIC,0.265,9,27
str_DIX~str_WIL,0.2926,9,8
str_DIX~str_WLN,0.2563,9,22
str_DIX~str_WMR,0.2483,9,7
str_EFC~str_FCC,0.2285,8,9
str_EFC~str_FOR,0.157,8,22
str_EFC~str_FRZ,0.2605,8,24
str_EFC~str_GAN,0.1945,8,23
str_EFC~str_GOC,0.0137,8,10
str_EFC~str_HAN,0.1216,8,18
str_EFC~str_INC,0.4175,8,1
str_EFC~str_INK,0.2714,8,7
str_EFC~str_IPL,0.1969,8,10
str_EFC~str_JCC,0.2393,8,15
str_EFC~str_LEE,0.2275,8,11
str_EFC~str_LIN,0.1629,8,13
str_EFC~str_LJK,0.1369,8,21
str_EFC~str_LNF,0.2519,8,12
str_EFC~str_LNG,0.1371,8,5
str_EFC~str_LON,0.2011,8,15
str_EFC~str_LTA,0.2369,8,3
str_EFC~str_LWF,0.1761,8,9
str_EFC~str_MAC,0.244,8,17
str_EFC~str_MAE,0.1856,8,5
str_EFC~str_MAR,0.2115,8,20
str_EFC~str_MAU,0.2055,8,4
str_EFC~str_MEI,0.1858,8,17
str_EFC~str_MHK,0.3949,8,24
str_EFC~str_MIL,0.1515,8,37
str_EFC~str_MOH,0.1439,8,10
str_EFC~str_MPH,0.1201,8,12
str_EFC~str_MRB,0.1661,8,5
str_EFC~str_MRV,0.2685,8,5
str_EFC~str_MSQ,0.2888,8,3
str_EFC~str_MUR,0.0291,8,14
str_EFC~str_NFB,0.1747,8,7
str_EFC~str_NFC,0.3361,8,16
str_EFC~str_NFG,0.253,8,7
str_EFC~str_OHR,0.2787,8,1
str_EFC~str_PEC,0.2061,8,15
str_EFC~str_PKC,0.2713,8,2
str_EFC~str_POI,0.0762,8,16
str_EFC~str_POL,0.2063,8,19
str_EFC~str_ROC,0.207,8,22
str_EFC~str_SEC,0.2432,8,6
str_EFC~str_SHE,0.1485,8,3
str_EFC~str_SIL,0.1589,8,6
str_EFC~str_SLK,0.108,8,20
str_EFC~str_SNO,0.2273,8,8
str_EFC~str_TCR,0.2115,8,23
str_EFC~str_TNY,0.2249,8,15
str_EFC~str_TOJ,0.2252,8,17
str_EFC~str_TRB,0.1764,8,8
str_EFC~str_UNK,0.247,8,1
str_EFC~str_UWF,0.1729,8,9
str_EFC~str_WAC,0.2103,8,25
str_EFC~str_WHO,0.2436,8,8
str_EFC~str_WIC,0.2498,8,27
str_EFC~str_WIL,0.1885,8,8
str_EFC~str_WLN,0.1823,8,22
str_EFC~str_WMR,0.2196,8,7
str_FCC~str_FOR,0.1889,9,22
str_FCC~str_FRZ,0.3254,9,24
str_FCC~str_GAN,0.2645,9,23
str_FCC~str_GOC,0.263,9,10
str_FCC~str_HAN,0.239,9,18
str_FCC~str_INC,0.1291,9,1
str_FCC~str_INK,0.1698,9,7
str_FCC~str_IPL,0.2344,9,10
str_FCC~str_JCC,0.1895,9,15
str_FCC~str_LEE,0.1479,9,11
str_FCC~str_LIN,0.1633,9,13
str_FCC~str_LJK,0.1825,9,21
str_FCC~str_LNF,0.2045,9,12
str_FCC~str_LNG,0.1375,9,5
str_FCC~str_LON,0.2493,9,15
str_FCC~str_LTA,0.0791,9,3
str_FCC~str_LWF,0.1326,9,9
str_FCC~str_MAC,0.2525,9,17
str_FCC~str_MAE,0.1455,9,5
str_FCC~str_MAR,0.3033,9,20
str_FCC~str_MAU,0.1084,9,4
str_FCC~str_MEI,0.2481,9,17
str_FCC~str_MHK,0.4211,9,24
str_FCC~str_MIL,0.382,9,37
str_FCC~str_MOH,0.2107,9,10
str_FCC~str_MPH,0.2331,9,12
str_FCC~str_MRB,0.1301,9,5
str_FCC~str_MRV,0.2001,9,5
str_FCC~str_MSQ,0.1599,9,3
str_FCC~str_MUR,0.2661,9,14
str_FCC~str_NFB,0.1553,9,7
str_FCC~str_NFC,0.3272,9,16
str_FCC~str_NFG,0.2205,9,7
str_FCC~str_OHR,-0.0242,9,1
str_FCC~str_PEC,0.2598,9,15
str_FCC~str_PKC,0.1106,9,2
str_FCC~str_POI,0.2087,9,16
str_FCC~str_POL,0.22,9,19
str_FCC~str_ROC,0.3023,9,22
str_FCC~str_SEC,0.1981,9,6
str_FCC~str_SHE,0.0998,9,3
str_FCC~str_SIL,0.1121,9,6
str_FCC~str_SLK,0.2154,9,20
str_FCC~str_SNO,0.2191,9,8
str_FCC~str_TCR,0.3006,9,23
str_FCC~str_TNY,0.2629,9,15
str_FCC~str_TOJ,0.3085,9,17
str_FCC~str_TRB,0.2024,9,8
str_FCC~str_UNK,-0.0499,9,1
str_FCC~str_UWF,0.1415,9,9
str_FCC~str_WAC,0.2929,9,25
str_FCC~str_WHO,0.2108,9,8
str_FCC~str_WIC,0.3267,9,27
str_FCC~str_WIL,0.1371,9,8
str_FCC~str_WLN,0.307,9,22
str_FCC~str_WMR,0.1845,9,7
str_FOR~str_FRZ,0.1577,22,24
str_FOR~str_GAN,0.0781,22,23
str_FOR~str_GOC,0.1594,22,10
str_FOR~str_HAN,0.0889,22,18
str_FOR~str_INC,0.2776,22,1
str_FOR~str_INK,0.1246,22,7
str_FOR~str_IPL,0.1247,22,10
str_FOR~str_JCC,0.1869,22,15
str_FOR~str_LEE,0.0726,22,11
str_FOR~str_LIN,0.1198,22,13
str_FOR~str_LJK,0.071,22,21
str_FOR~str_LNF,0.108,22,12
str_FOR~str_LNG,0.0303,22,5
str_FOR~str_LON,0.0998,22,15
str_FOR~str_LTA,0.0286,22,3
str_FOR~str_LWF,0.1432,22,9
str_FOR~str_MAC,0.1284,22,17
str_FOR~str_MAE,0.0316,22,5
str_FOR~str_MAR,0.0768,22,20
str_FOR~str_MAU,0.0505,22,4
str_FOR~str_MEI,0.1106,22,17
str_FOR~str_MHK,0.2125,22,24
str_FOR~str_MIL,0.1984,22,37
str_FOR~str_MOH,0.1123,22,10
str_FOR~str_MPH,0.1349,22,12
str_FOR~str_MRB,0.0279,22,5
str_FOR~str_MRV,0.0711,22,5
str_FOR~str_MSQ,0.1049,22,3
str_FOR~str_MUR,0.152,22,14
str_FOR~str_NFB,0.0804,22,7
str_FOR~str_NFC,0.177,22,16
str_FOR~str_NFG,0.0933,22,7
str_FOR~str_OHR,-0.0575,22,1
str_FOR~str_PEC,0.0892,22,15
str_FOR~str_PKC,0.043,22,2
str_FOR~str_POI,0.1068,22,16
str_FOR~str_POL,0.1217,22,19
str_FOR~str_ROC,0.096,22,22
str_FOR~str_SEC,0.0849,22,6
str_FOR~str_SHE,0.0196,22,3
str_FOR~str_SIL,0.0268,22,6
str_FOR~str_SLK,0.1187,22,20
str_FOR~str_SNO,0.0896,22,8
str_FOR~str_TCR,0.0897,22,23
str_FOR~str_TNY,0.1179,22,15
str_FOR~str_TOJ,0.0974,22,17
str_FOR~str_TRB,0.0808,22,8
str_FOR~str_UNK,0.0203,22,1
str_FOR~str_UWF,0.1682,22,9
str_FOR~str_WAC,0.1593,22,25
str_FOR~str_WHO,0.1076,22,8
str_FOR~str_WIC,0.1268,22,27
str_FOR~str_WIL,0.0488,22,8
str_FOR~str_WLN,0.1003,22,22
str_FOR~str_WMR,0.0686,22,7
str_FRZ~str_GAN,0.1341,24,23
str_FRZ~str_GOC,0.2754,24,10
str_FRZ~str_HAN,0.1955,24,18
str_FRZ~str_INC,0.6435,24,1
str_FRZ~str_INK,0.2843,24,7
str_FRZ~str_IPL,0.1874,24,10
str_FRZ~str_JCC,0.2883,24,15
str_FRZ~str_LEE,0.2227,24,11
str_FRZ~str_LIN,0.2089,24,13
str_FRZ~str_LJK,0.0864,24,21
str_FRZ~str_LNF,0.2226,24,12
str_FRZ~str_LNG,0.1516,24,5
str_FRZ~str_LON,0.1836,24,15
str_FRZ~str_LTA,0.1543,24,3
str_FRZ~str_LWF,0.2847,24,9
str_FRZ~str_MAC,0.2316,24,17
str_FRZ~str_MAE,0.1128,24,5
str_FRZ~str_MAR,0.1207,24,20
str_FRZ~str_MAU,0.1114,24,4
str_FRZ~str_MEI,0.1918,24,17
str_FRZ~str_MHK,0.2739,24,24
str_FRZ~str_MIL,0.3391,24,37
str_FRZ~str_MOH,0.1767,24,10
str_FRZ~str_MPH,0.3326,24,12
str_FRZ~str_MRB,0.1049,24,5
str_FRZ~str_MRV,0.2276,24,5
str_FRZ~str_MSQ,0.2401,24,3
str_FRZ~str_MUR,0.27,24,14
str_FRZ~str_NFB,0.197,24,7
str_FRZ~str_NFC,0.2677,24,16
str_FRZ~str_NFG,0.2195,24,7
str_FRZ~str_OHR,0.4064,24,1
str_FRZ~str_PEC,0.1253,24,15
str_FRZ~str_PKC,0.209,24,2
str_FRZ~str_POI,0.1897,24,16
str_FRZ~str_POL,0.1967,24,19
str_FRZ~str_ROC,0.0931,24,22
str_FRZ~str_SEC,0.2181,24,6
str_FRZ~str_SHE,0.1911,24,3
str_FRZ~str_SIL,0.2534,24,6
str_FRZ~str_SLK,0.2869,24,20
str_FRZ~str_SNO,0.1884,24,8
str_FRZ~str_TCR,0.0969,24,23
str_FRZ~str_TNY,0.2177,24,15
str_FRZ~str_TOJ,0.0753,24,17
str_FRZ~str_TRB,0.1644,24,8
str_FRZ~str_UNK,0.3013,24,1
str_FRZ~str_UWF,0.3757,24,9
str_FRZ~str_WAC,0.2386,24,25
str_FRZ~str_WHO,0.2079,24,8
str_FRZ~str_WIC,0.1575,24,27
str_FRZ~str_WIL,0.1762,24,8
str_FRZ~str_WLN,0.084,24,22
str_FRZ~str_WMR,0.1684,24,7
str_GAN~str_GOC,0.2194,23,10
str_GAN~str_HAN,0.1121,23,18
str_GAN~str_INC,0.5358,23,1
str_GAN~str_INK,0.2086,23,7
str_GAN~str_IPL,0.1366,23,10
str_GAN~str_JCC,0.2522,23,15
str_GAN~str_LEE,0.1347,23,11
str_GAN~str_LIN,0.1199,23,13
str_GAN~str_LJK,0.0959,23,21
str_GAN~str_LNF,0.1794,23,12
str_GAN~str_LNG,0.0293,23,5
